C1,C2,C5,C8,C10,C11,C12,C16,C17,C20,C23,C25,C29,C30,C32,C36,C44,N2,N3,N4,N5,N7,N11,N12,N13,N14,N15,N16,N20,N21,N22,N24,N25,N27,N30,N31,SalePrice
160,FV,Reg,Inside,Somerst,Norm,Norm,CompShg,MetalSd,Gd,Gd,No,Ex,Y,Gd,Unf,Normal,2117,6,5,2000,456,756,769,756,0,1525,0,3,1,5,2000,2,0,0,0,177000
20,RL,Reg,Inside,Mitchel,Norm,Norm,CompShg,HdBoard,TA,No,No,TA,Y,TA,Unf,Normal,21750,5,4,1960,75,0,1771,0,0,1771,0,3,1,9,1960,2,0,0,0,115000
80,RL,IR1,Inside,Sawyer,Norm,Norm,CompShg,VinylSd,TA,TA,Av,Ex,Y,TA,RFn,Abnorml,11777,5,6,1966,97,1164,1320,0,0,1320,1,3,1,6,1966,2,160,0,0,164500
120,RL,IR1,Inside,NridgHt,Norm,Norm,CompShg,VinylSd,Gd,Gd,Mn,Ex,Y,Gd,RFn,Partial,6371,7,5,2009,128,1358,1358,0,0,1358,1,2,1,6,2010,2,192,0,0,224000
60,RL,Reg,Inside,0mes,Norm,Norm,CompShg,HdBoard,TA,TA,Gd,TA,Y,TA,RFn,Normal,9760,6,6,1964,360,780,798,813,0,1611,1,4,1,7,1964,2,328,0,189,167900
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,HdBoard,TA,TA,No,TA,Y,TA,RFn,Normal,8800,6,6,1964,425,1251,1251,0,0,1251,1,3,1,6,1964,1,0,0,0,160000
60,RL,IR1,Inside,NoRidge,Norm,Norm,CompShg,Wd Sdng,Gd,Ex,No,Ex,Y,Gd,RFn,Normal,9572,8,5,1990,336,1453,1453,1357,0,2810,0,4,1,9,1990,2,500,0,0,302000
80,RL,Reg,Inside,NWAmes,Norm,Norm,CompShg,VinylSd,TA,Gd,No,Ex,Y,TA,Fin,Abnorml,12090,6,7,1984,74,585,1140,728,0,1868,0,3,1,7,1984,2,268,0,147,178000
60,RL,IR1,Corner,NoRidge,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,Fin,Normal,12203,8,5,1998,975,1225,1276,1336,0,2612,1,4,1,8,1998,3,250,0,0,336000
40,RM,Reg,Inside,BrkSide,RRAn,Feedr,CompShg,VinylSd,TA,TA,No,TA,Y,TA,Unf,Normal,9100,5,6,1930,0,742,779,0,156,935,0,2,1,4,1988,1,0,0,0,79500
90,RL,Reg,Corner,0mes,Norm,Norm,CompShg,MetalSd,TA,TA,No,Ex,Y,TA,Fin,Family,8393,5,5,1959,122,1626,1712,0,0,1712,0,4,2,8,2005,2,272,0,0,145000
160,RM,Reg,Inside,MeadowV,Norm,Norm,CompShg,CemntBd,TA,TA,No,Ex,Y,TA,RFn,Normal,2665,5,6,1977,0,757,925,550,0,1475,0,4,1,6,1977,1,104,0,0,127000
20,RL,Reg,Inside,NWAmes,Feedr,Norm,CompShg,BrkFace,TA,TA,No,TA,Y,TA,Unf,Normal,9790,6,5,1967,0,1372,1342,0,0,1342,0,3,1,7,1967,2,0,0,197,161500
80,RL,Reg,Inside,Gilbert,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,Fin,Normal,7750,8,5,2002,0,408,779,640,0,1419,1,3,1,7,2002,2,120,0,0,184100
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,VinylSd,TA,TA,No,Ex,Y,TA,Unf,Normal,8000,6,6,1948,0,972,972,0,0,972,1,2,1,5,1948,1,0,0,0,132000
70,RL,Reg,Corner,Edwards,Norm,Norm,CompShg,Stucco,TA,TA,No,Ex,Y,Gd,Unf,Normal,13728,6,7,1935,0,1127,1236,872,0,2108,0,4,1,7,1935,2,0,0,90,235000
60,RL,IR3,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,Fin,Normal,16226,8,5,1998,0,1028,1210,1242,0,2452,0,4,1,9,1998,2,208,0,0,267000
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,MetalSd,TA,TA,No,Ex,Y,TA,Unf,Normal,8120,4,7,1970,0,864,864,0,0,864,0,3,1,5,1994,2,0,0,0,124500
120,RL,IR1,Corner,NridgHt,Norm,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,Gd,RFn,Normal,7577,6,5,2005,256,1362,1362,0,0,1362,0,2,1,6,2005,2,192,0,0,194700
20,C (all),Reg,Inside,IDOTRR,Norm,Norm,CompShg,Wd Sdng,Fa,TA,Av,TA,N,Fa,Unf,Alloca,8712,5,5,1952,0,540,1044,0,0,1044,0,2,1,4,1952,2,0,0,0,55993
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,Gd,Y,TA,Fin,Normal,8532,5,6,1954,650,1297,1297,0,0,1297,0,3,1,5,1954,2,0,0,0,153000
30,RM,Reg,Inside,OldTown,Norm,Norm,CompShg,VinylSd,TA,TA,No,Gd,Y,TA,Unf,Normal,8520,6,8,1928,0,624,720,0,0,720,0,2,1,5,2005,2,106,0,0,105900
20,RL,IR1,Corner,CollgCr,Norm,Norm,CompShg,MetalSd,TA,TA,Mn,Ex,Y,TA,RFn,Normal,9560,5,7,1972,0,864,864,0,0,864,0,3,1,5,1972,1,0,0,0,128500
60,RL,IR1,CulDSac,Sawyer,RRAe,Norm,CompShg,HdBoard,Gd,TA,No,Ex,Y,Gd,RFn,Normal,13517,6,8,1976,289,725,725,754,0,1479,0,3,1,6,1976,2,0,0,0,130500
20,RL,Reg,FR2,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,Gd,RFn,Normal,8773,7,5,2004,98,1414,1414,0,0,1414,0,3,1,6,2004,2,132,0,0,185500
90,RM,Reg,Inside,Sawyer,RRAe,Norm,CompShg,VinylSd,TA,No,No,TA,Y,TA,Unf,Normal,8930,6,5,1978,0,0,1318,584,0,1902,0,4,2,8,1978,2,0,0,0,112000
30,RM,Reg,Inside,IDOTRR,Norm,Norm,CompShg,MetalSd,TA,TA,No,TA,Y,TA,Unf,Normal,6240,4,5,1925,0,780,848,0,360,1208,0,2,1,5,1962,2,0,0,0,103000
60,RL,Reg,Corner,CollgCr,Norm,Norm,CompShg,VinylSd,TA,Gd,Av,Ex,Y,Gd,RFn,Normal,10400,7,5,1998,0,866,866,913,0,1779,0,3,1,6,1998,2,198,0,0,197900
20,RL,Reg,Inside,Edwards,Norm,Norm,CompShg,VinylSd,TA,Gd,No,Ex,Y,Gd,Fin,Normal,7024,4,5,2005,0,1132,1132,0,0,1132,1,2,1,5,2005,2,252,0,0,176000
20,RL,IR1,Inside,0mes,Norm,Norm,CompShg,MetalSd,TA,TA,No,Fa,Y,TA,Fin,Normal,7535,5,7,1958,0,912,912,0,0,912,0,2,1,5,1958,1,12,0,0,120000
20,RL,Reg,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,Unf,Normal,9750,7,5,2000,171,1630,1630,0,0,1630,0,3,1,6,2000,2,74,0,0,213000
20,RL,Reg,Inside,Edwards,Feedr,Norm,CompShg,VinylSd,TA,No,No,Ex,Y,Gd,Fin,Normal,8777,4,5,1949,0,0,1126,0,0,1126,0,2,1,5,2002,2,0,0,0,108000
20,RL,IR1,Inside,0mes,Norm,Norm,CompShg,HdBoard,TA,TA,No,Gd,Y,TA,RFn,Normal,10175,6,5,1964,272,1425,1425,0,0,1425,0,3,1,7,1964,2,0,407,0,180500
20,RL,IR1,Corner,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,13704,7,5,2001,150,1541,1541,0,0,1541,0,3,1,6,2001,3,468,0,0,205000
60,RL,IR1,Corner,Gilbert,Norm,Norm,CompShg,MetalSd,Gd,Gd,No,Ex,Y,Gd,Fin,Normal,10832,7,5,1994,0,712,1086,809,0,1895,0,3,1,7,1994,2,143,0,0,194500
50,RL,IR1,Inside,0mes,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,TA,Y,Gd,RFn,Normal,9786,6,7,1962,0,912,1085,649,0,1734,0,3,1,7,1962,2,0,0,128,159000
20,RL,Reg,Inside,Edwards,Norm,Norm,CompShg,VinylSd,TA,TA,No,Ex,Y,TA,No,Normal,9405,5,9,1947,0,698,698,0,0,698,0,2,1,4,0,0,0,0,0,118000
120,RL,Reg,Inside,Blmngtn,Norm,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,Gd,Fin,Partial,3010,7,5,2005,16,1248,1248,0,0,1248,0,2,1,5,2005,2,108,0,0,167240
20,RL,IR1,Inside,0mes,Norm,Norm,CompShg,HdBoard,TA,TA,No,TA,Y,TA,Unf,Normal,7340,4,6,1971,0,858,858,0,0,858,0,2,1,4,1979,1,0,0,0,110000
50,RM,Reg,Inside,OldTown,Norm,Norm,CompShg,VinylSd,TA,TA,No,Fa,N,TA,No,Abnorml,5925,3,6,1910,0,600,600,368,0,968,0,2,1,6,0,0,0,0,0,37900
20,RL,IR2,Inside,0mes,PosA,Norm,Tar&Grv,Wd Sdng,TA,Gd,Gd,Ex,Y,Gd,RFn,Normal,27650,7,7,1960,0,585,2069,0,0,2069,1,4,1,9,1960,2,0,0,0,242000
80,RL,Reg,Inside,Edwards,Norm,Norm,CompShg,MetalSd,TA,TA,Av,Ex,Y,TA,Unf,Abnorml,7200,6,6,1976,255,1041,1125,0,0,1125,1,3,1,6,1977,1,296,0,0,125000
75,RM,Reg,Inside,OldTown,Norm,Norm,CompShg,CemntBd,TA,TA,No,Ex,Y,Gd,Unf,Normal,18386,7,9,1880,0,1470,1675,1818,0,3493,0,3,1,10,2003,3,302,0,0,295000
50,RL,Reg,Inside,Edwards,Norm,Norm,CompShg,MetalSd,TA,TA,No,Ex,Y,TA,Unf,Normal,8405,5,8,1900,0,861,961,406,0,1367,1,4,1,7,1978,1,0,0,0,119000
20,RL,Reg,Inside,Blmngtn,Norm,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,Gd,Fin,Normal,3182,7,5,2007,16,1266,1266,0,0,1266,0,2,1,6,2007,2,100,0,0,159895
50,RL,Reg,Inside,Edwards,Artery,Norm,CompShg,VinylSd,TA,TA,Mn,TA,N,TA,Unf,Normal,9084,5,6,1941,0,616,616,495,0,1111,0,3,1,5,1941,1,48,0,0,95000
160,RM,Reg,Inside,Edwards,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,Unf,Normal,2522,7,5,2004,50,970,970,739,0,1709,0,3,1,7,2004,2,0,0,0,130000
160,RM,Reg,Inside,BrDale,Norm,Norm,CompShg,HdBoard,TA,TA,No,TA,Y,TA,Unf,Normal,1680,6,3,1971,604,483,483,504,0,987,0,2,1,5,1971,1,0,0,0,89500
60,RL,IR2,FR2,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,Fin,Normal,12393,7,5,2004,0,847,847,1101,0,1948,0,4,1,8,2004,2,100,0,0,195000
50,RM,Reg,Corner,BrkSide,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,TA,Y,TA,Unf,Normal,6120,5,6,1936,0,927,1067,472,0,1539,0,3,1,5,1995,2,112,0,0,141500
20,RL,IR1,FR2,NridgHt,Norm,Norm,CompShg,VinylSd,Gd,Ex,Gd,Ex,Y,Gd,Fin,Normal,16033,9,5,2004,378,1833,1850,0,0,1850,1,3,1,8,2004,3,519,0,0,326000
20,RL,IR1,Inside,NridgHt,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,10171,7,5,2004,168,1517,1535,0,0,1535,0,3,1,7,2004,2,0,0,0,214000
20,RL,Reg,Inside,Sawyer,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,TA,Y,TA,Unf,Normal,11616,5,5,1962,116,1092,1092,0,0,1092,0,3,1,6,1962,1,0,0,0,139000
120,RL,IR1,Inside,NridgHt,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,5001,7,5,2007,166,1314,1314,0,0,1314,1,2,1,6,2008,2,172,0,0,230000
50,RM,Reg,Inside,IDOTRR,Norm,Norm,CompShg,MetalSd,TA,TA,No,Ex,Y,TA,Unf,Normal,10320,6,7,1906,0,756,756,713,0,1469,0,3,1,7,1906,1,57,0,0,135000
20,RL,Reg,Inside,Sawyer,Feedr,Norm,CompShg,HdBoard,TA,TA,No,Ex,Y,TA,Unf,Normal,8250,5,5,1968,0,952,1211,0,0,1211,0,3,1,5,1968,1,0,0,0,134000
60,RL,IR1,Inside,0mes,Norm,Norm,CompShg,HdBoard,TA,TA,No,Ex,Y,TA,Fin,Normal,9247,6,6,1962,318,858,858,858,0,1716,0,4,1,8,1962,2,0,0,120,171000
60,RL,IR1,CulDSac,Sawyer,Norm,Norm,CompShg,HdBoard,TA,TA,Mn,TA,Y,TA,Fin,Abnorml,11616,6,5,1978,328,672,672,714,0,1386,0,3,1,6,1978,2,335,0,0,158900
60,RL,Reg,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,Unf,Normal,8750,7,5,1994,0,915,933,975,0,1908,1,4,1,8,1994,2,144,0,0,210000
120,RL,IR1,Inside,NPkVill,Norm,Norm,CompShg,Plywood,TA,Gd,No,TA,Y,TA,RFn,Normal,4928,6,6,1976,0,958,958,0,0,958,0,2,1,5,1976,2,0,0,0,143750
80,RL,IR1,CulDSac,ClearCr,Norm,Norm,Metal,Plywood,TA,TA,Gd,Ex,Y,TA,Unf,Normal,21453,6,5,1969,0,938,988,0,0,988,1,1,1,4,1969,2,0,130,0,180000
80,RL,Reg,Inside,Sawyer,Norm,Norm,CompShg,MetalSd,TA,TA,No,TA,Y,TA,RFn,Normal,13825,5,6,1958,0,533,1021,580,0,1601,0,3,1,6,1958,1,280,0,0,140000
120,RL,IR1,Corner,NridgHt,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,3136,7,5,2003,163,1405,1405,0,0,1405,0,2,1,6,2003,2,148,0,0,171750
20,RL,Reg,Corner,0mes,Feedr,Norm,CompShg,MetalSd,TA,TA,Mn,Gd,Y,Gd,Unf,Normal,9230,5,8,1965,166,864,1200,0,0,1200,1,1,1,6,1977,2,0,0,0,146000
120,RL,IR1,Inside,NridgHt,Norm,Norm,CompShg,VinylSd,Gd,Gd,Mn,Ex,Y,Gd,RFn,Normal,6442,8,5,2006,178,1370,1370,0,0,1370,0,2,1,6,2006,2,120,0,0,202500
80,RL,IR1,Inside,Sawyer,Norm,Norm,CompShg,HdBoard,TA,Gd,Av,Ex,Y,TA,RFn,Normal,12886,5,6,1963,0,520,1464,0,0,1464,0,3,1,6,1997,2,302,0,100,175000
20,RL,IR1,CulDSac,Mitchel,Norm,Norm,CompShg,VinylSd,Gd,Ex,Mn,Ex,Y,Gd,Fin,Normal,12118,7,5,2004,108,1710,1710,0,0,1710,0,3,1,7,2004,2,100,0,180,240000
60,FV,Reg,Inside,Somerst,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,9000,8,5,2008,0,768,786,804,0,1590,0,3,1,6,2008,2,0,0,0,210000
60,RL,IR1,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Abnorml,9179,7,5,1999,158,873,882,908,0,1790,1,3,1,7,1999,2,0,0,0,193000
60,RL,Reg,Inside,NridgHt,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Ex,Fin,Normal,11999,8,5,2003,340,1181,1234,1140,0,2374,0,4,1,10,2003,3,104,0,0,285000
20,RL,Reg,Inside,NridgHt,Norm,Norm,CompShg,CemntBd,Ex,Ex,No,Ex,Y,Ex,Fin,Partial,12220,10,5,2009,305,2006,2020,0,0,2020,1,3,1,9,2009,3,156,0,0,402861
90,RL,IR1,Inside,0mes,Norm,Norm,CompShg,HdBoard,TA,TA,No,TA,Y,TA,Unf,Normal,13101,5,5,1965,108,1728,1728,0,0,1728,0,6,2,10,1987,2,0,0,0,142600
20,RL,Reg,FR2,0mes,Norm,Norm,CompShg,HdBoard,TA,TA,No,Gd,Y,TA,Unf,Abnorml,10500,4,6,1971,0,864,864,0,0,864,0,2,1,4,1989,2,216,0,0,97000
60,RL,IR1,Corner,Edwards,Norm,Norm,CompShg,HdBoard,TA,TA,No,TA,Y,TA,Fin,Normal,7950,6,6,1977,140,690,698,728,0,1426,0,3,1,6,1977,2,252,0,0,159500
20,RL,Reg,Inside,Mitchel,Feedr,Norm,CompShg,VinylSd,TA,Gd,No,Ex,Y,TA,No,Partial,8402,5,5,2007,0,1120,1120,0,0,1120,0,3,1,6,0,0,0,0,0,147000
90,RL,Reg,Corner,0mes,Artery,Norm,CompShg,BrkFace,TA,TA,No,Ex,N,TA,No,Normal,8000,5,4,1961,0,1800,1800,0,0,1800,0,6,2,10,0,0,0,0,0,141000
60,RL,IR1,Inside,Gilbert,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,8068,6,5,2002,0,1010,1010,1257,0,2267,0,4,1,8,2002,2,120,0,0,200000
120,RL,Reg,Inside,Blmngtn,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,Fin,Normal,3182,7,5,2005,14,1346,1504,0,0,1504,0,2,1,7,2005,2,156,0,0,191000
80,RL,IR1,Corner,NWAmes,Norm,Norm,CompShg,HdBoard,TA,TA,No,TA,Y,TA,RFn,Abnorml,10448,6,6,1972,333,689,1378,741,0,2119,0,3,1,7,1972,2,0,0,0,158000
120,RM,Reg,Inside,Blmngtn,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,Fin,Normal,3072,7,5,2004,18,1375,1414,0,0,1414,0,2,1,6,2004,2,144,0,0,178740
90,RM,IR2,Corner,IDOTRR,RRNn,Norm,CompShg,Wd Sdng,Fa,Gd,Gd,TA,N,TA,Unf,Normal,8472,5,5,1963,0,816,816,0,0,816,1,2,1,5,1963,2,106,0,0,110000
90,RL,IR1,Inside,NWAmes,Feedr,Norm,CompShg,Plywood,TA,TA,No,TA,Y,TA,Unf,Normal,9246,5,5,1973,564,1656,1656,0,0,1656,0,4,2,8,1973,2,0,0,0,135000
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,MetalSd,Gd,TA,No,Gd,Y,Gd,Unf,Normal,9600,5,7,1950,0,1113,1113,0,0,1113,0,3,1,5,1950,1,0,0,0,147000
60,FV,Reg,Inside,Somerst,Norm,Norm,CompShg,CemntBd,Gd,Gd,Av,Ex,Y,Ex,Fin,Partial,9000,8,5,2007,0,1184,1184,1426,0,2610,0,4,1,11,2007,2,208,0,0,303477
50,RM,Reg,Inside,OldTown,Artery,Norm,CompShg,Stucco,TA,TA,No,TA,N,Gd,Unf,Family,8520,6,7,1916,0,714,1664,862,0,2526,0,5,1,10,1916,1,88,0,0,136000
80,RL,Reg,Inside,ClearCr,Norm,Norm,CompShg,HdBoard,TA,TA,Av,Gd,Y,TA,Unf,Normal,8816,6,7,1971,80,1010,1052,0,0,1052,1,3,1,6,1971,2,0,0,0,155000
50,RL,Reg,FR2,Edwards,Feedr,Norm,CompShg,Wd Sdng,TA,TA,No,TA,Y,TA,No,AdjLand,8410,5,3,1910,0,658,658,526,0,1184,0,5,1,8,0,0,0,0,0,81000
50,RL,Reg,Corner,Edwards,Artery,Norm,CompShg,Wd Sdng,TA,TA,No,Fa,N,TA,No,Normal,9600,6,5,1924,0,572,572,524,0,1096,0,2,1,5,0,0,0,0,0,79000
60,RL,IR1,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,8935,7,5,2002,95,831,831,829,0,1660,0,3,1,7,2002,2,144,0,0,195000
60,RL,Reg,Inside,NridgHt,Norm,Norm,CompShg,VinylSd,Gd,Gd,Av,Ex,Y,Ex,Fin,Normal,10927,8,5,2005,280,1058,1058,846,0,1904,1,3,1,8,2003,2,179,0,0,275000
20,RL,Reg,Corner,Edwards,Norm,Norm,CompShg,Wd Sdng,TA,No,No,Gd,Y,TA,No,Normal,8335,5,5,1954,0,0,1124,0,0,1124,0,3,1,5,0,0,0,0,0,93000
60,RL,Reg,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,11317,7,5,2003,101,840,840,828,0,1668,0,3,1,8,2003,2,144,0,0,180000
30,RM,Reg,FR2,BrkSide,Feedr,Norm,CompShg,Wd Sdng,TA,TA,Mn,TA,Y,Fa,Unf,Normal,6911,5,5,1924,0,1145,1301,0,0,1301,0,2,1,5,1965,2,0,0,0,100000
20,RL,Reg,Inside,0mes,PosN,Norm,CompShg,MetalSd,TA,TA,No,Gd,N,TA,Unf,Normal,6600,5,5,1962,0,894,894,0,0,894,0,2,1,5,1962,1,0,0,0,109500
20,RL,IR1,Corner,Sawyer,Norm,Norm,CompShg,HdBoard,TA,TA,No,Ex,Y,TA,Unf,Normal,6897,5,8,1962,0,1040,1040,0,0,1040,1,3,1,6,1962,1,0,0,0,127000
80,RL,Reg,Inside,CollgCr,Norm,Norm,CompShg,HdBoard,Gd,Gd,Av,TA,Y,TA,Unf,Normal,8385,5,8,1977,220,985,985,0,0,985,0,3,1,6,1977,1,210,0,0,149900
60,RL,Reg,Inside,NWAmes,RRAn,Norm,CompShg,MetalSd,TA,TA,No,Ex,Y,TA,Unf,Normal,11700,6,6,1968,0,727,829,727,0,1556,0,4,1,8,1968,2,0,0,0,154000
90,RL,Reg,Inside,Edwards,Norm,Norm,CompShg,VinylSd,TA,TA,No,TA,N,Fa,No,Normal,12108,4,4,1955,270,1440,1440,0,0,1440,0,4,2,8,0,0,0,0,0,118000
30,RM,Reg,Inside,IDOTRR,Norm,Norm,CompShg,AsbShng,TA,TA,No,Fa,N,TA,No,Normal,3636,4,4,1922,0,796,796,0,0,796,0,2,1,5,0,0,0,0,0,55000
20,RL,Reg,Inside,0mes,Norm,Norm,CompShg,MetalSd,TA,TA,No,TA,Y,TA,Unf,Normal,8294,4,5,1971,0,858,872,0,0,872,0,3,1,5,1974,4,0,0,0,123000
20,RL,Reg,Inside,NWAmes,RRAn,Norm,CompShg,VinylSd,Gd,Ex,No,Ex,Y,Gd,Fin,Normal,10140,7,5,1998,0,1650,1680,0,0,1680,1,3,1,7,1998,2,78,0,0,213250
90,RL,Reg,Corner,Mitchel,Norm,Norm,CompShg,MetalSd,TA,TA,Av,TA,Y,TA,No,Normal,9400,6,5,1971,0,912,912,912,0,1824,0,4,2,8,0,0,128,0,0,139000
20,RL,Reg,Inside,Somerst,Norm,Norm,CompShg,CemntBd,Gd,Gd,Av,Ex,Y,Gd,Fin,Partial,9158,8,5,2007,140,1496,1496,0,0,1496,0,3,1,7,2007,2,168,0,0,225000
20,RH,Reg,Corner,SawyerW,Norm,Norm,CompShg,VinylSd,TA,TA,No,Gd,Y,TA,Unf,Abnorml,7800,5,5,1965,0,828,965,0,0,965,1,3,1,6,1979,1,421,0,0,119900
20,RL,Reg,Inside,NWAmes,Norm,Norm,CompShg,HdBoard,TA,TA,No,TA,Y,TA,Unf,Normal,9600,7,5,1969,168,1164,1164,0,0,1164,0,3,1,6,1969,2,0,0,0,140000
20,RL,Reg,Corner,Edwards,Norm,Norm,CompShg,VinylSd,TA,Gd,No,Gd,Y,TA,Unf,Partial,8536,5,5,2006,0,1125,1125,0,0,1125,0,2,1,5,2007,2,80,0,0,155000
60,RL,IR1,Inside,NridgHt,Norm,Norm,CompShg,VinylSd,Ex,Ex,Av,Ex,Y,Ex,Fin,Normal,11308,9,5,2008,154,1104,1130,1054,0,2184,1,3,1,10,2008,3,0,0,0,335000
60,RL,IR1,Inside,0mes,Norm,Norm,CompShg,Plywood,TA,Gd,Av,TA,Y,Fa,Unf,Family,11606,5,5,1969,192,1040,1040,1040,0,2080,0,5,1,9,1969,2,335,0,0,135000
20,RL,Reg,Corner,CollgCr,Norm,Norm,CompShg,HdBoard,TA,TA,Av,TA,Y,TA,Unf,Normal,10356,5,6,1975,0,969,969,0,0,969,0,3,1,5,1975,2,0,0,0,122000
190,RL,Reg,Inside,SWISU,Norm,Norm,CompShg,VinylSd,TA,TA,No,Ex,N,Fa,No,Normal,5687,5,6,1912,0,780,936,780,0,1716,1,6,1,9,0,0,0,0,0,135900
20,FV,Reg,Inside,Somerst,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Partial,7200,7,5,2006,0,1293,1301,0,0,1301,1,2,1,5,2006,2,216,0,0,187750
60,FV,Reg,Inside,Somerst,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,Fin,Partial,10207,7,6,2007,0,874,874,887,0,1761,0,3,1,7,2007,2,144,0,0,227875
90,RL,Reg,Inside,SawyerW,Feedr,Norm,CompShg,Plywood,TA,No,No,TA,Y,TA,Unf,Alloca,7018,5,5,1979,0,0,1120,1120,0,2240,0,6,2,12,1979,2,154,0,0,142953
20,RL,Reg,Inside,Sawyer,Norm,Norm,CompShg,Wd Sdng,TA,TA,Mn,TA,Y,TA,Unf,Abnorml,17920,5,4,1955,0,1763,1779,0,0,1779,1,3,1,6,1955,2,0,0,312,170000
60,RL,Reg,Inside,CollgCr,Norm,Norm,CompShg,VinylSd,Gd,Gd,No,Ex,Y,Gd,RFn,Normal,10000,8,5,1995,438,1220,1220,870,0,2090,1,3,1,8,1995,2,0,0,0,240000
20,RL,IR1,CulDSac,Gilbert,Norm,Norm,CompShg,VinylSd,Ex,Ex,Gd,Ex,Y,Ex,Fin,Normal,14892,9,5,2006,160,1746,1746,0,0,1746,1,3,1,7,2006,3,201,0,0,377500
60,RL,IR1,CulDSac,Somerst,Feedr,Norm,CompShg,VinylSd,Gd,Gd,Mn,Ex,Y,Gd,Fin,Normal,14598,6,5,2007,74,894,894,1039,0,1933,0,4,1,9,2007,3,100,0,0,214000
60,RL,Reg,Inside,Sawyer,Norm,Norm,CompShg,HdBoard,TA,TA,No,Gd,Y,TA,RFn,Normal,11184,6,5,1978,92,918,918,765,0,1683,0,3,1,7,1978,2,243,0,0,172500
90,RL,Reg,FR2,0mes,Norm,Norm,CompShg,VinylSd,TA,Gd,No,TA,Y,TA,No,Normal,9000,5,5,1974,0,896,896,896,0,1792,0,4,2,8,0,0,32,0,0,136000
85,RL,Reg,Inside,0mes,Feedr,Norm,CompShg,MetalSd,TA,TA,Gd,Ex,Y,Gd,RFn,Abnorml,8800,6,7,1963,156,936,1054,0,0,1054,1,3,1,6,1963,2,120,0,0,137500
30,RM,Reg,Corner,OldTown,Norm,Norm,CompShg,Wd Sdng,TA,TA,No,TA,Y,TA,Unf,Family,11340,6,5,1923,0,1200,1200,0,0,1200,0,4,1,7,1923,1,0,0,0,125000
85,RL,Reg,Inside,Sawyer,Norm,Norm,CompShg,VinylSd,TA,TA,Gd,Gd,Y,TA,Unf,Normal,8400,6,5,1966,0,814,913,0,0,913,1,3,1,6,1990,1,0,0,0,129000
60,RL,IR1,Inside,SawyerW,Norm,Norm,CompShg,Plywood,Gd,TA,Gd,Ex,Y,Gd,Fin,Normal,10380,7,5,1986,172,1502,1553,1177,0,2730,1,4,1,8,1987,2,201,0,0,301000
20,RL,IR1,Corner,Edwards,Norm,Norm,CompShg,AsbShng,TA,TA,No,Ex,Y,TA,Unf,Abnorml,8926,4,3,1956,0,672,960,0,0,960,0,3,1,5,1956,1,64,0,160,112000
